Product Id,Product Handle,Product Title,Product Status,Product Description,Product Subtitle,Product External Id,Product Thumbnail,Product Collection Id,Product Type Id,Product Created At,Product Deleted At,Product Discountable,Product Height,Product Hs Code,Product Image 1,Product Image 2,Product Image 3,Product Image 4,Product Is Giftcard,Product Length,Product Material,Product Mid Code,Product Origin Country,Product Sales Channel 1,Product Updated At,Product Weight,Product Width,Variant Id,Variant Title,Variant Sku,Variant Upc,Variant Ean,Variant Hs Code,Variant Mid Code,Variant Manage Inventory,Variant Allow Backorder,Variant Barcode,Variant Created At,Variant Deleted At,Variant Height,Variant Length,Variant Material,Variant Metadata,Variant Option 1 Name,Variant Option 1 Value,Variant Option 2 Name,Variant Option 2 Value,Variant Origin Country,Variant Price EUR,Variant Price USD,Variant Product Id,Variant Updated At,Variant Variant Rank,Variant Weight,Variant Width
prod_01JZX9ADKMFVYCN0FKM3MN8KFB,t-shirt,Medusa T-Shirt,published,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,2025-07-11T17:42:52.280Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,,,,sc_01JZX9ABZMNENTGCZ1YYVB9NWB,2025-07-11T17:42:52.280Z,400,,variant_01JZX9ADN8CV2EVVJZY85RT3S4,S / White,SHIRT-S-WHITE,,,,,true,false,,2025-07-11T17:42:52.330Z,,,,,,Size,S,Color,White,,10,15,prod_01JZX9ADKMFVYCN0FKM3MN8KFB,2025-07-11T17:42:52.330Z,0,,
prod_01JZX9ADKMFVYCN0FKM3MN8KFB,t-shirt,Medusa T-Shirt,published,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,2025-07-11T17:42:52.280Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,,,,sc_01JZX9ABZMNENTGCZ1YYVB9NWB,2025-07-11T17:42:52.280Z,400,,variant_01JZX9ADN8E5N788X5H3M36AM9,XL / Black,SHIRT-XL-BLACK,,,,,true,false,,2025-07-11T17:42:52.330Z,,,,,,Size,XL,Color,Black,,10,15,prod_01JZX9ADKMFVYCN0FKM3MN8KFB,2025-07-11T17:42:52.330Z,0,,
prod_01JZX9ADKMFVYCN0FKM3MN8KFB,t-shirt,Medusa T-Shirt,published,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,2025-07-11T17:42:52.280Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,,,,sc_01JZX9ABZMNENTGCZ1YYVB9NWB,2025-07-11T17:42:52.280Z,400,,variant_01JZX9ADN8ECB9EDGVDWM7T8DZ,L / Black,SHIRT-L-BLACK,,,,,true,false,,2025-07-11T17:42:52.330Z,,,,,,Size,L,Color,Black,,10,15,prod_01JZX9ADKMFVYCN0FKM3MN8KFB,2025-07-11T17:42:52.330Z,0,,
prod_01JZX9ADKMFVYCN0FKM3MN8KFB,t-shirt,Medusa T-Shirt,published,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,2025-07-11T17:42:52.280Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,,,,sc_01JZX9ABZMNENTGCZ1YYVB9NWB,2025-07-11T17:42:52.280Z,400,,variant_01JZX9ADN8TA8QRQQSW7Q1M86Q,M / White,SHIRT-M-WHITE,,,,,true,false,,2025-07-11T17:42:52.330Z,,,,,,Size,M,Color,White,,10,15,prod_01JZX9ADKMFVYCN0FKM3MN8KFB,2025-07-11T17:42:52.330Z,0,,
prod_01JZX9ADKMFVYCN0FKM3MN8KFB,t-shirt,Medusa T-Shirt,published,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,2025-07-11T17:42:52.280Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,,,,sc_01JZX9ABZMNENTGCZ1YYVB9NWB,2025-07-11T17:42:52.280Z,400,,variant_01JZX9ADN8WJ5MGJ0V048ZK86D,XL / White,SHIRT-XL-WHITE,,,,,true,false,,2025-07-11T17:42:52.330Z,,,,,,Size,XL,Color,White,,10,15,prod_01JZX9ADKMFVYCN0FKM3MN8KFB,2025-07-11T17:42:52.330Z,0,,
prod_01JZX9ADKMFVYCN0FKM3MN8KFB,t-shirt,Medusa T-Shirt,published,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,2025-07-11T17:42:52.280Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,false,,,,,sc_01JZX9ABZMNENTGCZ1YYVB9NWB,2025-07-11T17:42:52.280Z,400,,variant_01JZX9ADN8YPBPAKNK3TZZTVKN,L / White,SHIRT-L-WHITE,,,,,true,false,,2025-07-11T17:42:52.330Z,,,,,,Size,L,Color,White,,10,15,prod_01JZX9ADKMFVYCN0FKM3MN8KFB,2025-07-11T17:42:52.330Z,0,,
prod_01JZX9ADKMX6ADMHJKBCAB4DXC,shorts,Medusa Shorts,published,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,,,2025-07-11T17:42:52.280Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,false,,,,,sc_01JZX9ABZMNENTGCZ1YYVB9NWB,2025-07-11T17:42:52.280Z,400,,variant_01JZX9ADN9CJSG8CTC5VCYEJ3B,L,SHORTS-L,,,,,true,false,,2025-07-11T17:42:52.330Z,,,,,,Size,L,,,,10,15,prod_01JZX9ADKMX6ADMHJKBCAB4DXC,2025-07-11T17:42:52.330Z,0,,
prod_01JZX9ADKMX6ADMHJKBCAB4DXC,shorts,Medusa Shorts,published,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,,,2025-07-11T17:42:52.280Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,false,,,,,sc_01JZX9ABZMNENTGCZ1YYVB9NWB,2025-07-11T17:42:52.280Z,400,,variant_01JZX9ADN9K5BNG729X38Z3P14,XL,SHORTS-XL,,,,,true,false,,2025-07-11T17:42:52.330Z,,,,,,Size,XL,,,,10,15,prod_01JZX9ADKMX6ADMHJKBCAB4DXC,2025-07-11T17:42:52.330Z,0,,
prod_01JZX9ADKMX6ADMHJKBCAB4DXC,shorts,Medusa Shorts,published,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,,,2025-07-11T17:42:52.280Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,false,,,,,sc_01JZX9ABZMNENTGCZ1YYVB9NWB,2025-07-11T17:42:52.280Z,400,,variant_01JZX9ADN9PTXBJ4QD83XTG4FE,S,SHORTS-S,,,,,true,false,,2025-07-11T17:42:52.330Z,,,,,,Size,S,,,,10,15,prod_01JZX9ADKMX6ADMHJKBCAB4DXC,2025-07-11T17:42:52.330Z,0,,
prod_01JZX9ADKMX6ADMHJKBCAB4DXC,shorts,Medusa Shorts,published,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,,,2025-07-11T17:42:52.280Z,,true,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,false,,,,,sc_01JZX9ABZMNENTGCZ1YYVB9NWB,2025-07-11T17:42:52.280Z,400,,variant_01JZX9ADN9VADQW1K9YS7WJXA7,M,SHORTS-M,,,,,true,false,,2025-07-11T17:42:52.330Z,,,,,,Size,M,,,,10,15,prod_01JZX9ADKMX6ADMHJKBCAB4DXC,2025-07-11T17:42:52.330Z,0,,
